Location,FIPS Code,Percent Change in Mortality Risk
Pike County,42103,5.16814192
Potter County,42105,6.326702626
Schuylkill County,42107,7.977122792
Snyder County,42109,5.714522063
Somerset County,42111,6.488955784
Sullivan County,42113,6.55067407
Susquehanna County,42115,7.006867386
Tioga County,42117,6.537054461
Union County,42119,5.723091339
Venango County,42121,8.170920716
Warren County,42123,6.218000917
Washington County,42125,6.597743285
Wayne County,42127,7.807231995
Westmoreland County,42129,5.941070123
Wyoming County,42131,8.655587133
York County,42133,8.815272667
Bristol County,44001,5.528092783
Kent County,44003,6.691093336
Newport County,44005,6.831024736
Providence County,44007,6.733422949
Washington County,44009,4.573470346
Abbeville County,45001,6.954716609
Aiken County,45003,7.646965861
Allendale County,45005,7.556469114
Anderson County,45007,6.799596381
Bamberg County,45009,6.981253439
Barnwell County,45011,6.492385194
Beaufort County,45013,5.033843555
Berkeley County,45015,6.446758847
Calhoun County,45017,6.734520079
Charleston County,45019,4.805963035
Cherokee County,45021,7.18392429
Chester County,45023,6.277797821
Chesterfield County,45025,5.516383263
Clarendon County,45027,7.850673674
Colleton County,45029,6.276876542
Darlington County,45031,7.277845613
Dillon County,45033,5.874415144
Dorchester County,45035,7.147350187
Edgefield County,45037,6.591454301
Fairfield County,45039,5.994752023
Florence County,45041,5.383326142
Georgetown County,45043,5.090781596
Greenville County,45045,5.695050679
Greenwood County,45047,6.956364297
Hampton County,45049,7.293657574
Horry County,45051,7.395578102
Jasper County,45053,6.633241175
Kershaw County,45055,7.229303954
Lancaster County,45057,7.068934895
Laurens County,45059,6.15485412
Lee County,45061,9.187088768
Lexington County,45063,11.2548828
McCormick County,45065,6.278625973
Marion County,45067,6.889950985
Marlboro County,45069,8.140679689
Newberry County,45071,5.797449158
Oconee County,45073,4.992010372
Orangeburg County,45075,5.834307694
Pickens County,45077,6.601128502
Richland County,45079,8.019802481
Saluda County,45081,6.34559461
Spartanburg County,45083,6.1472546
Sumter County,45085,6.311787041
Union County,45087,5.561772899
Williamsburg County,45089,6.162271134
York County,45091,4.583330234
Aurora County,46003,5.746154102
Beadle County,46005,6.355282091
Bennett County,46007,6.342255577
Bon Homme County,46009,7.774238906
Brookings County,46011,6.543893423
Brown County,46013,7.643629408
Brule County,46015,4.918646069
Buffalo County,46017,7.72431194
Butte County,46019,4.407295295
Campbell County,46021,4.403611213
Charles Mix County,46023,6.010956335
Clark County,46025,4.085622821
Clay County,46027,10.74532253
Codington County,46029,7.445168484
Corson County,46031,6.546686472
Custer County,46033,9.127987689
Davison County,46035,2.647249679
Day County,46037,3.963149501
Deuel County,46039,5.397962045
Dewey County,46041,6.845859323
Douglas County,46043,5.38843557
Edmunds County,46045,5.254176059
Fall River County,46047,5.669562062
Faulk County,46049,9.19746872
Grant County,46051,10.21369184
Gregory County,46053,6.028594415
Haakon County,46055,6.341716824
Hamlin County,46057,8.400266406
Hand County,46059,6.590273151
Hanson County,46061,6.88517075
Harding County,46063,4.958434481
Hughes County,46065,6.558535217
Hutchinson County,46067,8.55546974
Hyde County,46069,5.607507846
Jackson County,46071,6.509981224
Jerauld County,46073,4.348204631
Jones County,46075,2.759125608
Kingsbury County,46077,6.280190673
Lake County,46079,7.718155849
Lawrence County,46081,4.332187621
Lincoln County,46083,3.957273421
Lyman County,46085,4.883407723
McCook County,46087,5.546465776
McPherson County,46089,6.734177116
Marshall County,46091,2.937644136
Meade County,46093,9.598813911
Mellette County,46095,7.365739063
Miner County,46097,4.788364769
Minnehaha County,46099,6.475566561
Moody County,46101,3.581782763
Oglala Lakota County,46102,5.296869482
Pennington County,46103,7.282084311
Perkins County,46105,5.925085158
Potter County,46107,5.282305499
Roberts County,46109,6.967753876
Sanborn County,46111,6.634728429
Spink County,46115,4.664127747
Stanley County,46117,5.06049626
Sully County,46119,4.902136079
Todd County,46121,7.068517506
Tripp County,46123,6.731944222
Turner County,46125,6.281927736
Union County,46127,7.619682199
Walworth County,46129,5.57159071
Yankton County,46135,5.351619136
Ziebach County,46137,5.270842692
Anderson County,47001,4.814886557
Bedford County,47003,9.978003107
Benton County,47005,5.348398283
Bledsoe County,47007,4.78271865
Blount County,47009,5.774514511
Bradley County,47011,3.724979805
Campbell County,47013,6.33951852
Cannon County,47015,6.651174406
Carroll County,47017,8.066501298
Carter County,47019,7.642587659
Cheatham County,47021,4.578124073
Chester County,47023,6.476617395
Claiborne County,47025,5.771056378
Clay County,47027,4.932086326
Cocke County,47029,7.586113192
Coffee County,47031,4.726263119
Crockett County,47033,6.380488993
Cumberland County,47035,5.840084701
Davidson County,47037,5.687388912
Decatur County,47039,6.238363596
DeKalb County,47041,6.272851695
Dickson County,47043,5.809068424
Dyer County,47045,7.348471708
Fayette County,47047,4.965835846
Fentress County,47049,4.34542827
Franklin County,47051,7.935023425
Gibson County,47053,7.493457401
Giles County,47055,6.839760898
Grainger County,47057,4.086217372
Greene County,47059,6.418458648
Grundy County,47061,6.138575323
Hamblen County,47063,5.435185809
Hamilton County,47065,5.938312755
Hancock County,47067,6.199817715
Hardeman County,47069,4.712137332
Hardin County,47071,5.125502025
Hawkins County,47073,9.07927344
Haywood County,47075,8.806828732
Henderson County,47077,5.130323373
Henry County,47079,5.259683951
Hickman County,47081,5.16618518
Houston County,47083,6.454346259
Humphreys County,47085,6.104211204
Jackson County,47087,7.142235127
Jefferson County,47089,6.256997973
Johnson County,47091,7.693359035
Knox County,47093,7.080806984
Lake County,47095,5.34349911
Lauderdale County,47097,7.060240463
Lawrence County,47099,5.63399087
Lewis County,47101,6.880385144
Lincoln County,47103,8.024562199
Loudon County,47105,3.245383183
McMinn County,47107,2.365043326
McNairy County,47109,0.646681283
Macon County,47111,5.559330452
Madison County,47113,3.521919648
Marion County,47115,3.93540184
Marshall County,47117,2.008805571
Maury County,47119,2.378208179
Meigs County,47121,1.809176535
Monroe County,47123,3.131473541
Montgomery County,47125,3.268439391
Moore County,47127,2.700316732
Morgan County,47129,2.270852684
Obion County,47131,2.387474603
Overton County,47133,3.474382783
Perry County,47135,1.417526232
Pickett County,47137,3.076657124
Polk County,47139,4.44792298
Putnam County,47141,5.669517857
Rhea County,47143,1.14665959
Roane County,47145,2.162848164
Robertson County,47147,4.151641777
Rutherford County,47149,3.798246511
Scott County,47151,5.894791174
Sequatchie County,47153,2.431302358
Sevier County,47155,4.26385878
Shelby County,47157,2.447423153
Smith County,47159,2.975249673
Stewart County,47161,2.212614074
Sullivan County,47163,2.94731143
Sumner County,47165,-0.359055739
Tipton County,47167,3.26460085
Trousdale County,47169,6.872065681
Unicoi County,47171,2.004251401
Union County,47173,3.109994097
Van Buren County,47175,1.149721797
Warren County,47177,2.405676562
Washington County,47179,3.578800902
Wayne County,47181,2.956994512
Weakley County,47183,1.959767152
White County,47185,3.831841299
Williamson County,47187,2.47900801
Wilson County,47189,3.194937076
Anderson County,48001,2.041727835
Andrews County,48003,2.819887481
Angelina County,48005,3.033474448
Aransas County,48007,4.536531133
Archer County,48009,1.652334068
Armstrong County,48011,4.310664218
Atascosa County,48013,2.4862863
Austin County,48015,2.390249972
Bailey County,48017,3.987435418
Bandera County,48019,6.465831466
Bastrop County,48021,2.247727884
Baylor County,48023,0.973466821
Bee County,48025,1.189603254
Bell County,48027,5.251878059
Bexar County,48029,4.201535682
Blanco County,48031,3.98362144
Borden County,48033,4.670821325
Bosque County,48035,1.830568929
Bowie County,48037,3.294811061
Brazoria County,48039,3.801132504
Brazos County,48041,4.839759656
Brewster County,48043,4.093330573
Briscoe County,48045,2.964435214
Brooks County,48047,1.95072072
Brown County,48049,2.952595429
Burleson County,48051,2.62421795
Burnet County,48053,3.454562276
Caldwell County,48055,3.232113322
Calhoun County,48057,3.297791645
Callahan County,48059,3.13622878
Cameron County,48061,2.960063438
Camp County,48063,5.115211844
Carson County,48065,1.873069063
Cass County,48067,3.732532945
Castro County,48069,3.400225874
Chambers County,48071,7.200209238
Cherokee County,48073,1.076236407
Childress County,48075,1.869590625
Clay County,48077,3.128681494
Cochran County,48079,4.529884312
Coke County,48081,4.249162328
Coleman County,48083,1.810688701
Collin County,48085,1.406867111
Collingsworth County,48087,2.31455125
Colorado County,48089,2.225160039
Comal County,48091,1.617412411
Comanche County,48093,3.984743931
Concho County,48095,3.102265967
Cooke County,48097,4.089443425
Coryell County,48099,1.289859332
Cottle County,48101,8.704562349
Crane County,48103,5.321109428
Crockett County,48105,0.169739531
Crosby County,48107,3.530831817
Culberson County,48109,3.491646996
Dallam County,48111,1.527571952
Dallas County,48113,4.845215197
Dawson County,48115,3.096736643
Deaf Smith County,48117,6.264981673
Delta County,48119,5.241193147
Denton County,48121,4.129340589
DeWitt County,48123,7.149079572
Dickens County,48125,5.255766502
Dimmit County,48127,3.995032908
Donley County,48129,4.994331543
Duval County,48131,5.624681013
Eastland County,48133,6.868810093
Ector County,48135,6.049373166
Edwards County,48137,5.308912813
Ellis County,48139,3.714979239
El Paso County,48141,3.030616329
Erath County,48143,6.626871238
Falls County,48145,6.19133504
Fannin County,48147,7.356634312
Fayette County,48149,5.024012222
Fisher County,48151,3.358173747
Floyd County,48153,2.969271735
Foard County,48155,6.675523177
Fort Bend County,48157,6.116702971
Franklin County,48159,5.052189386
Freestone County,48161,4.297466029
Frio County,48163,3.822803788
Gaines County,48165,6.170532988
Galveston County,48167,3.578107137
Garza County,48169,2.828265974
Gillespie County,48171,4.723356123
Glasscock County,48173,6.62307104
Goliad County,48175,6.526054525
Gonzales County,48177,4.497620472
Gray County,48179,4.112841769
Grayson County,48181,3.625708305
Gregg County,48183,2.79476535
Grimes County,48185,2.005164284
Guadalupe County,48187,2.69454943
Hale County,48189,8.52573255
Hall County,48191,1.937530582
Hamilton County,48193,4.916830529
Hansford County,48195,5.622319288
Hardeman County,48197,4.051342285
Hardin County,48199,5.408408655
Harris County,48201,4.247403127
Harrison County,48203,3.05283324
Hartley County,48205,5.374542286
Haskell County,48207,3.671092414
Hays County,48209,4.741562715
Hemphill County,48211,4.258698553
Henderson County,48213,6.997850934
Hidalgo County,48215,5.598075891
Hill County,48217,7.466602049
Hockley County,48219,2.349178652
Hood County,48221,4.251489724
Hopkins County,48223,2.96593657
Houston County,48225,7.300880658
Howard County,48227,4.653757723
Hudspeth County,48229,4.428680301
Hunt County,48231,4.055779237
Hutchinson County,48233,2.930217095
Irion County,48235,4.800273905
Jack County,48237,2.385759749
Jackson County,48239,1.939012145
Jasper County,48241,7.028529257
Jeff Davis County,48243,5.87734508
Jefferson County,48245,5.801357177
Jim Hogg County,48247,4.802522738
Jim Wells County,48249,4.583033189
Johnson County,48251,3.218126113
Jones County,48253,6.26657016
Karnes County,48255,4.308077573
Kaufman County,48257,4.965048233
Kendall County,48259,5.672370409
Kenedy County,48261,9.174299233
Kent County,48263,5.613228267
Kerr County,48265,3.265410425
Kimble County,48267,4.343416048
King County,48269,4.96712138
Kinney County,48271,7.231802224
Kleberg County,48273,4.162469292
Knox County,48275,6.144860894
Lamar County,48277,5.359169589
Lamb County,48279,7.079910472
Lampasas County,48281,5.209988606
La Salle County,48283,1.513117357
Lavaca County,48285,4.094137765
Lee County,48287,3.865281204
Leon County,48289,5.317417282
Liberty County,48291,6.262471223
Limestone County,48293,4.403859748
Lipscomb County,48295,4.185603475
Live Oak County,48297,3.171780433
Llano County,48299,2.897535655
Loving County,48301,5.909383706
Lubbock County,48303,4.384786056
Lynn County,48305,8.317920477
McCulloch County,48307,4.824071084
McLennan County,48309,5.063582256
McMullen County,48311,4.043000591
Madison County,48313,6.039476101
Marion County,48315,2.526922272
Martin County,48317,2.204424442
Mason County,48319,5.734830054
Matagorda County,48321,5.442702381
Maverick County,48323,3.254666846
Medina County,48325,4.944301923
Menard County,48327,5.067423069
Midland County,48329,3.969172007
Milam County,48331,3.204905988
Mills County,48333,8.528343055
Mitchell County,48335,3.540281442
Montague County,48337,2.215652189
Montgomery County,48339,5.311878963
Moore County,48341,4.282423561
Morris County,48343,4.579364831
Motley County,48345,4.350944212
Nacogdoches County,48347,8.157758895
Navarro County,48349,4.879002591
Newton County,48351,2.849921864
Nolan County,48353,3.374909273
Nueces County,48355,3.781674623
Ochiltree County,48357,4.2661717
Oldham County,48359,4.876138799
Orange County,48361,6.0185798
Palo Pinto County,48363,6.398264468
Panola County,48365,6.576795676
Parker County,48367,5.348204695
Parmer County,48369,4.82657485
Pecos County,48371,4.9626429
Polk County,48373,6.18801019
Potter County,48375,8.05868189
Presidio County,48377,4.835677736
Rains County,48379,5.307985528
Randall County,48381,3.033490056
Reagan County,48383,3.186920272
Real County,48385,4.765082921
Red River County,48387,7.068260402
Reeves County,48389,5.380310009
Refugio County,48391,4.748176504
Roberts County,48393,5.880231976
Robertson County,48395,4.297257211
Rockwall County,48397,2.933868851
Runnels County,48399,3.256065703
Rusk County,48401,4.968908901
Sabine County,48403,6.526302604
San Augustine County,48405,4.376296517
San Jacinto County,48407,4.243673404
San Patricio County,48409,4.366171391
San Saba County,48411,4.316689437
Schleicher County,48413,5.55719092
Scurry County,48415,5.766939821
Shackelford County,48417,3.790177289
Shelby County,48419,3.115999747
Sherman County,48421,3.620370186
Smith County,48423,6.60986657
Somervell County,48425,5.780990034
Starr County,48427,3.370833471
Stephens County,48429,5.043108091
Sterling County,48431,5.561725994
Stonewall County,48433,5.209207097
Sutton County,48435,3.663737784
Swisher County,48437,5.354500857
